594-604nm,620-645nm,650-670nm,850nm,Sleep
15984.482014993388,16380.942907237697,6013.6123997464965,16990.75695754707,1.0
15002.678721913138,14193.738880859864,3551.589951786249,16806.13059330449,1.0
12690.363338623694,21751.818779869547,8453.076024718539,17491.368242729397,0.0
10540.199533647163,18592.025347120383,8614.38896276238,16690.96777554414,0.0
14695.756225464573,14827.604561880466,5430.893610276627,17051.857740722786,1.0
15304.014723394876,13963.11042156614,4433.534575062791,16705.133275869106,1.0
14848.960015905855,20606.408296717946,7376.132383267024,18781.40176889493,0.0
14442.119089319092,17902.515488684265,7571.393969440039,17812.322665052914,0.0
12772.007022981968,19702.461388859327,7765.264390501951,18192.56638036462,0.0
16197.990136194421,14811.489718253439,4533.100164899273,17389.567647901535,1.0
13830.442576382857,19544.27960578256,8837.373610614737,16941.770613692323,0.0
13698.699588039102,20597.91754052163,7921.112046527804,19272.428782497114,0.0
16240.395940804041,14325.071611733898,4552.642661468998,17104.408503804807,1.0
11677.041896225091,20968.77828634674,7645.82144164243,18033.245366547766,0.0
13589.25922036823,20580.755288126373,6802.580859807581,17703.638060142093,0.0
12683.51542594936,19157.09443478773,7992.607455199063,19666.618313478193,0.0
13944.369405394438,16697.395027430266,4610.115609785572,18648.15695958846,1.0
15512.67646011612,15324.94130319712,4017.067315592708,17411.72672838037,1.0
15277.1686714069,13821.017505952132,5496.1417268077275,16510.960988490642,1.0
14105.975883986164,15793.373933396982,4718.138726694255,17730.140577789643,1.0
12878.699843264474,19368.048684872985,6912.047424275766,18221.236397056797,0.0
12499.851872205734,21645.132132785206,6365.223733978572,17011.228433126817,0.0
16161.20495109699,14761.914951521045,4390.091274696906,17506.41973602757,1.0
16246.036418644451,14902.804801087737,3943.594874733122,15832.076390704784,1.0
13930.845832043395,19658.733660736554,6407.439753957498,17698.789807412362,0.0
12196.298552124112,20910.73272640608,7625.476156741471,19065.110597384635,0.0
12963.145557861664,20055.090067590627,6808.098491437066,17391.042380274583,0.0
14369.082946645414,19203.81456002269,8169.0397632197855,17568.748017976424,0.0
15697.861484361016,14080.981671161424,5859.466226647067,15568.907699554828,1.0
12138.428198767313,22479.080238894338,7652.844970823348,19526.53507119063,0.0
13091.89377023534,20422.588345353703,6695.751400801822,18591.31305935991,0.0
12153.431882939518,19896.71728701328,8185.570476776666,18256.188321008252,0.0
12432.33610583761,19622.49803440516,8701.311957060512,19967.45973370886,0.0
12445.69501523391,20870.45457042612,8633.627259857476,16059.377366697694,0.0
13769.477608970421,19851.056548899087,8439.005978541496,15798.328215814436,0.0
12819.089909760682,22022.354891267456,8393.31291573087,18437.60687439755,0.0
13893.40113467821,14611.82500527746,3602.6024054029585,18449.48453569283,1.0
11902.960031795272,18840.264546059043,8166.779957932073,17232.710506926785,0.0
14433.716166013017,18353.560714095885,8915.202434344512,17253.251608631974,0.0
15621.07702035171,14155.05774354811,5053.376403329222,16547.666562741855,1.0
14317.859468548797,16656.9021968358,3700.537401752164,17175.442654430888,1.0
15431.824483811737,14341.661800713355,5360.75197304664,16836.922720206567,1.0
13660.946358684225,19469.62552928889,9298.561290513388,19281.517205149776,0.0
13463.683517501999,19041.897476529855,8433.366212049574,17702.17411213002,0.0
12679.253967877888,19358.653347503307,8167.579556481975,16782.512418504164,0.0
15789.50259808739,16040.632625810855,5511.202198796747,15730.69701467835,1.0
14317.747895418339,21863.791517509904,6482.893388602444,17768.189405385496,0.0
13324.426759054903,19722.35734858093,8549.18769981918,17518.560267771325,0.0
12337.177832375599,18367.972576433323,7427.235367996457,17965.185372600627,0.0
11680.438988644368,20970.433355470494,8625.567551957594,16726.096677581092,0.0
13311.558811832965,18738.30604368791,8336.658485275375,17926.937517137165,0.0
13569.405673838217,18078.419244507517,9222.729206407152,18449.976565033594,0.0
12880.029339156019,19375.977478595203,8033.206640890623,17798.111583854952,0.0
11386.830760872212,19487.031349167053,9012.31291178066,18237.215355972054,0.0
13428.015316397692,18637.644236561493,8843.236829464968,17704.40721174584,0.0
16361.483246103617,16002.629576388936,3942.97759394099,16935.48256274326,1.0
16503.290842632654,15956.922468686664,4771.195254138482,16782.32033537665,1.0
13828.700945412655,15333.218464083828,6151.783257068157,18291.586548454387,1.0
14903.708773374989,20082.569962008056,8299.92941154852,17564.90024366471,0.0
14480.169041260197,15102.841779530278,4570.885751029695,17070.922683173645,1.0
15000.44096755645,13036.631901719578,5166.752116963087,18174.573104925006,1.0
12763.625743366656,19798.152982098425,8389.704968472553,18052.20408894538,0.0
15528.507781046157,14578.466046770856,5625.8113191597795,19763.971117291054,1.0
12484.285573231691,20008.403441084436,7264.133846310182,18964.16812604999,0.0
15343.206477377704,14064.325171930614,4850.050087527528,16643.273430795805,1.0
12429.458845317566,21103.19661682394,8371.655500936662,18162.902114756398,0.0
11949.948575122999,19309.443915607877,8349.219952594276,17852.255573923965,0.0
13946.812359754607,20054.437755184208,8045.086262410827,17609.011288325943,0.0
12701.853831205273,14986.86358566971,5673.017247994467,15606.64612458209,1.0
14458.339677131971,17024.50706418116,3839.8389031759507,17377.267362676343,1.0
16279.43646773449,15282.681682089684,7008.5996196162705,18133.39937046003,1.0
14597.920629783874,15113.421072571893,5180.609702881586,17033.476932135432,1.0
13644.562823628616,19599.94473861665,8358.873150324433,16906.32325799983,0.0
15062.225361252786,16173.854748109301,3840.44614787879,17188.16846396233,1.0
14928.676585372543,14428.337370388797,4749.9131876494685,18548.526925910974,1.0
16098.616061378729,16118.012589158936,5931.209089419925,18312.209849697276,1.0
14006.935657158374,14918.796172723278,5659.9948111183985,17719.49568938263,1.0
16189.115260086714,15586.591201803127,4495.753387590314,15339.560968377196,1.0
14919.292384065533,12887.491172658763,4166.835950610886,16675.601394407364,1.0
16287.449242726256,15966.702553433288,5300.2763347746795,18807.23342950689,1.0
15460.04352485714,15407.663719979784,5954.543314243715,15250.364421984284,1.0
15121.254355247625,16182.756604335253,5168.15767013937,17055.236891918063,1.0
11868.488073035369,19182.472245977988,8699.462696817136,18245.634544564877,0.0
16744.014367459473,14528.205993770209,4846.179164363302,16601.76418136374,1.0
13728.054860621347,20021.159852641842,6639.701515170096,17179.84560312943,0.0
16912.83466267143,13393.996781367083,3647.993094097378,16999.457615329557,1.0
14719.83414146776,14905.152602154134,4817.359013399314,16607.657529966484,1.0
15488.09303549393,15208.164610615078,4784.379452545891,17331.33202058044,1.0
13070.887552898155,17226.973857775418,9387.242943214884,19073.03289014092,0.0
14831.468862694008,15813.299892475226,5399.566579252985,16158.319498438696,1.0
11879.165221186871,20694.56040640579,7365.723223432324,20080.355465859408,0.0
12217.0405135398,20557.051642035753,9432.892024984845,18016.91382448595,0.0
15598.221322993319,14869.132319998309,3338.8066167834213,17221.785926300498,1.0
12655.464901028965,19023.875847015457,8322.767419707527,18504.531464300813,0.0
15750.333115415307,14196.179533310944,5331.847358296911,18302.794794057554,1.0
14334.316806972285,15196.985644325327,4901.365242634235,18557.727384429145,1.0
14504.09486988607,14990.52240931006,6430.121099777347,15817.993434499844,1.0
14611.636518815814,14345.028972873886,4663.662828082006,17067.526179150027,1.0
13559.777948743242,19177.790401238977,8207.478937924436,17725.24721541632,0.0
14236.566033022535,20664.080888061555,8283.917434718023,17971.87087798651,0.0
15446.307379578004,15918.443272298633,4017.904213551387,16304.137573329479,1.0
13290.763375560999,22257.16894899135,6945.386489976479,16196.846808862027,0.0
15663.914735666296,15165.333965946586,5955.773498784758,16750.858914414603,1.0
14993.35753510275,18756.98394214791,9089.77859351789,17570.448653806743,0.0
12460.846781372107,19653.323942663133,6011.26075791996,17918.268445898702,0.0
14937.300621320734,13777.68860960332,6895.647698717645,16032.814775439227,1.0
12972.599074840618,19478.826651194224,9235.605596963687,17962.95926204323,0.0
13914.539504870638,15900.764236666262,5799.99990084729,16907.530706497626,1.0
13185.608599449566,13589.998320792001,5686.480227370896,17074.114078593306,1.0
14193.632311389341,21662.344231650037,8625.986470273001,18350.164650884737,0.0
12643.100373521247,21214.543080721003,8225.516688645119,17204.816310321887,0.0
12821.179129878125,20343.404909192293,10064.48955629683,18774.518653081122,0.0
13783.954910585118,18523.66501902244,8467.763757484783,17440.879269669946,0.0
13262.935986021623,20246.821184118304,7297.5323891571725,17329.86574538948,0.0
16232.185842674668,13069.265638583605,6726.288646005563,16395.045461335765,1.0
15723.503046620131,13847.19914492967,4178.7700875873,17535.388290832736,1.0
14261.125914848824,16667.653760597103,3746.7436943944053,17779.94560481165,1.0
14367.38660315514,19478.341661249884,8859.594542018327,18785.95551373742,0.0
12749.111916773458,20174.538859207,7391.124907436725,18292.617709955804,0.0
17064.231466794878,16441.658837396604,5944.550096947041,16493.24260472892,1.0
14609.623679966246,19402.211388741485,7191.512511409276,17565.476420061106,0.0
11571.212133342293,21201.343058280276,7720.349065131773,19297.49768027693,0.0
14832.887693370018,18727.256469461605,4911.854379022075,15248.551974266611,1.0
13052.387284762934,19301.82817551962,7390.128934666132,17871.378512202777,0.0
12265.166500622247,19633.4653426635,7874.133646447812,18109.240979282604,0.0
16303.840478016169,15243.735184222445,4832.431743783022,17003.256416354987,1.0
15797.711062465238,14184.95834696965,4120.215427540324,17008.348856399807,1.0
14083.260473315087,14345.222768461103,6041.89939562839,17012.142372329174,1.0
14213.837894598666,13997.409250225117,5585.833401867125,17282.74121673375,1.0
14949.691845957259,15111.955130433309,5327.341017912944,17618.438350570374,1.0
12575.184024856779,20930.026832318737,7748.145799234815,18489.72726132525,0.0
13323.80490622652,18174.351826461207,8035.7692584094575,17385.04613953565,0.0
13815.730945883952,14972.247428216791,3611.7095062527005,17292.39107993027,1.0
12160.996499379842,20653.15710733853,6592.712912985622,17339.0894343851,0.0
13292.259941062553,21854.22113740005,6113.968617903184,18022.574656607627,0.0
11620.484551459936,19272.865019095636,6583.491755182971,18534.648224536093,0.0
12635.426569694544,21304.578216244183,8606.650284448227,17027.703272217383,0.0
14475.097184983686,16719.80443602521,5787.645888651128,15758.613886848734,1.0
13477.29557026775,18702.459996094072,8026.606810648964,17491.670339507604,0.0
13210.983828347531,20139.287115269657,8173.907738982363,18192.083770623663,0.0
14377.050083368404,15668.066244276164,5794.336144751276,19380.751975300176,1.0
13656.785326861302,21496.283608901398,9986.60074400673,18353.448965050135,0.0
10932.299502036334,19079.648318762276,7483.76975010554,17133.46306398779,0.0
12564.355172646241,21118.38461296592,8256.598786932867,18264.12794296195,0.0
12407.126414272243,15716.34822383838,5025.964210351131,16695.536700998662,1.0
13368.668254922846,19723.394872647837,9496.75610569379,18135.930962224924,0.0
12585.931448839727,21521.97744731144,8918.28153489427,20684.901164967247,0.0
14623.973328126029,14583.160428095916,4938.032449858064,17287.381127470202,1.0
13430.749423030531,15738.909988286168,4226.890842800069,17927.497850004507,1.0
13292.623934688474,20863.88186741075,7996.443795662516,19877.796177828503,0.0
12681.203299588571,19055.080118627975,7022.230566836258,18885.338725918984,0.0
13869.16163272086,20912.017126879982,6450.040794458878,18908.390603937238,0.0
13914.349844638384,20145.71180300281,8326.10352532754,18707.605383507907,0.0
14012.87130590974,13951.228045471014,4684.192663846143,17087.609437922598,1.0
16502.56558228565,16708.26050373439,4418.198352299824,16641.397870642904,1.0
10111.761927315849,20504.888407198705,7660.147071149612,19390.571747150105,0.0
15815.717110529618,15691.324666275299,5395.6926228236225,17249.48209806152,1.0
13317.462397627014,15183.72675973526,6344.025386907304,18574.482250123983,1.0
17987.57336893951,15983.364935030879,4813.676004812659,16548.066498436063,1.0
12915.959254520123,14935.15017941116,5209.248860381457,15711.047980762934,1.0
16232.192669020435,14211.453024486265,4969.605676298133,18026.95680233184,1.0
14366.860240641543,21533.68786123625,7417.945071328278,19179.430055305394,0.0
12878.514606351822,21570.512973928213,8829.805871556295,17023.61044428251,0.0
12221.242408178687,20752.056902981007,7820.59774784081,18256.781407531646,0.0
11160.216070737199,19446.572400939105,7785.54357030562,16999.55921338707,0.0
14070.445824129172,13715.64270714676,4457.94634832102,17301.60532583516,1.0
14466.459856131809,15432.587451531766,4532.396246402087,16636.732328048383,1.0
13155.322311965747,20332.2188523053,8666.310385759096,17648.44745993076,0.0
15337.452980187038,14000.905423947761,4591.517161600564,15909.589933745905,1.0
12091.65728053127,19760.154825235426,8671.331958655164,18843.1443924532,0.0
12883.172211678198,13933.92500996723,4347.022127893142,17176.636944318023,1.0
15834.277357487474,14920.501510961423,4923.201894481268,18669.136716688812,1.0
11064.33200291251,20392.43589996331,7593.473048541939,18601.045441655286,0.0
12337.742720236216,22825.500083958206,8070.000338759351,17333.765755348744,0.0
12459.164953695543,19195.73531673331,8469.120920641064,16523.446744501038,0.0
12608.760057053238,18682.715577779574,8424.287061078363,18498.082783820584,0.0
11630.104986050334,18514.678634745494,7767.543879092252,19823.53647947411,0.0
11746.429392998503,21865.117871979026,8086.187832756168,17525.19847877848,0.0
14665.422766553542,13330.476857577754,5060.947371455139,17704.41736814103,1.0
13816.705990368724,15410.648375141243,4676.290792497909,16106.162493759028,1.0
15350.805297986344,14446.655094963064,3415.8392512057276,16182.09156095587,1.0
16279.201052102273,14422.359005876704,5621.543475818044,17174.098022949365,1.0
16347.878395340416,14680.572116020137,3634.2032835980795,14789.851654910955,1.0
13297.654520717404,20378.092201596344,6547.2346728546645,17344.03293520318,0.0
13295.634747487906,20193.87814898205,6688.648775621361,19088.1247545805,0.0
12481.117591767816,20378.305630347102,7831.370128449551,17777.518446242448,0.0
14675.155994818077,15826.406866805146,3656.983745841497,18804.622102214,1.0
13890.08883032934,19908.853014887667,8228.563999380254,17053.785128501655,0.0
15995.405666498678,15335.121238604412,5898.716028884491,14674.749514070401,1.0
13892.654254445291,21292.265982181045,6458.464241078949,17921.55121188087,0.0
15832.058775310676,16091.15985711906,4152.3863781435275,19836.972643116547,1.0
14488.845105553935,14716.16538934934,5318.201574635457,17947.037876533348,1.0
15989.164047261378,15326.65884455995,4762.380025588644,17514.6309228428,1.0
13612.425033672835,20440.008642395733,6996.469243023785,17779.105610030394,0.0
12450.668694787091,21030.842751540502,6604.789291375908,17268.81843421179,0.0
15082.434549684463,13754.42371637623,4672.076323362036,17228.67950005276,1.0
12599.79349938038,20279.187187641757,8040.739356936137,18438.722020704074,0.0
11954.494404468765,17993.5057317137,7470.132031475674,18711.542764921167,0.0
13390.094282379236,20822.57906500064,7683.998865795465,15884.339632350831,0.0
13313.646734965536,15390.195256346546,4560.420208552826,16934.9980522134,1.0
15107.827273067765,15166.254664120575,3819.600038476883,17805.71047142194,1.0
12844.283083563765,21681.04182166096,8029.51944946754,17312.318636216172,0.0
14094.476742291525,15009.28343959241,3701.870151751786,15395.510365445314,1.0
14669.13341637443,17715.343611600234,7986.715508965349,17884.330260422994,0.0
14545.828373402032,18452.288809496633,8469.01455401609,20682.60104436571,0.0
13479.879917112175,19421.596648565603,8005.335640782608,17409.489304025858,0.0
14137.42778660305,20586.640309451937,7278.001038413535,18578.714845504033,0.0
12238.267510090052,17327.77862834062,7307.466596127969,16426.335853207253,0.0
14284.322546275485,14276.36010152897,6317.88834516642,18045.373749152226,1.0
15047.364910505508,14644.166246103578,4612.079086948021,17989.77784759324,1.0
12752.765042317002,14763.240625976541,4839.763841487448,16904.217255080155,1.0
12927.848481504758,21063.219336780607,9315.221080238854,17963.86503296877,0.0
13669.817635220508,20874.271565135972,8349.33036765309,17701.30707295888,0.0
16901.325090483642,14849.658127454184,5457.009818738065,16990.64746919704,1.0
13013.055948784284,19551.096152182243,7182.7801171298925,17753.62171626766,0.0
13782.964937743636,21531.591924154334,8180.7268128065425,16422.759069121337,0.0
12252.437519465475,17247.507105038592,7594.489192009843,17162.91367647771,0.0
14058.697930212258,15135.868224756045,5008.443505236027,16398.907857554164,1.0
12653.12241749489,21398.590068548452,8723.878271910766,17310.651995965087,0.0
14377.896193303332,21209.805797091685,7574.56826555799,19484.475715500495,0.0
13131.353824829008,20618.191802074096,8017.927370074069,19892.00721734813,0.0
16042.93297909394,14011.494275112507,5141.325253632095,14427.19968656656,1.0
12517.85017444378,20778.466180585616,7048.71467049119,18559.728127381448,0.0
12216.467689502351,19868.197914019373,7450.112686269515,18819.134672787808,0.0
14337.939189222456,13846.439374264748,5751.210117652449,16213.647742028574,1.0
13058.563809796724,20113.05683100403,8637.208269126942,17578.59699966272,0.0
14168.943715554842,15855.941957806497,4097.968553840061,18478.098518944567,1.0
15587.318885079163,16238.678863164585,3387.3997402761406,16424.347868125125,1.0
15647.233060545934,13823.019137200641,5155.525888422839,16351.540355113239,1.0
15575.61807212717,13776.15936063637,3995.9578856505045,16579.681802410316,1.0
14051.29139788239,13939.96988598409,5074.812455022608,16809.01239210025,1.0
14256.92462016788,13362.111308955025,5260.6814544747685,18537.47605651711,1.0
11604.86399766417,19819.28983082063,8627.130844618301,18012.594086944613,0.0
16077.188072310564,12921.367575040662,5763.684724213767,16317.53662817879,1.0
15151.366768068754,16792.108819565296,5125.36493565213,17044.022043458554,1.0
15452.599786644638,13974.045371612103,5069.955895576954,17589.603175886623,1.0
14256.36726355117,14484.875778229522,2993.0748366988373,17761.50090671343,1.0
16080.009017197423,14992.242841078572,4330.886292466125,18357.669146248638,1.0
15222.550909412255,14582.335679527574,6102.150107468972,15970.267491829094,1.0
14929.542250241093,12861.637399052404,3652.859165413806,17667.185730532503,1.0
12242.480264589733,20873.40922212397,6523.837377533716,18777.8495114911,0.0
11729.654964009062,19984.85201174314,8182.94278429138,16853.542344355752,0.0
13655.020341343285,17040.914753331752,4587.440950207953,18617.12593782317,1.0
14598.773201945292,14016.514640770329,6054.566346840246,16387.194310011022,1.0
14391.176499455996,15626.926797471717,5006.414633467236,16495.46288655874,1.0
13956.457322932429,20298.572580335815,8443.567965790746,17592.578088518287,0.0
12412.569496533051,17146.778306668595,7730.954578542713,17420.969484649235,0.0
12780.667831578092,17539.059586177034,8603.374748449462,17392.87657242925,0.0
15786.325756436767,14545.110946084771,4048.903245360336,17136.49594963894,1.0
15033.093972197858,14958.359566088939,4615.498016145231,16206.388430992196,1.0
16467.222233557655,13922.551857392913,4453.923773224115,16230.95354198769,1.0
15813.819182327545,13501.93599809667,4387.917944790576,15600.486303265081,1.0
12783.296246803215,18163.357854099602,7247.08541321597,17853.26767306438,0.0
16874.768252024616,14465.673290866927,5131.231226848271,16722.77880610875,1.0
14875.445818262071,15054.214879561883,4981.850107506393,16929.13644830661,1.0
13889.387236309318,15513.663489072018,4658.159030293439,17566.682240683,1.0
12142.06753896876,20626.110110832287,8526.774289796787,17903.293246059937,0.0
14568.110817246577,14076.945550357423,4907.24767457044,17813.601523151843,1.0
14901.38707650962,16477.653282316853,3795.356053324145,17728.83462625284,1.0
14274.90584764449,17495.541028485193,5438.173699097357,15260.48372342003,1.0
14742.78353567881,19864.021121835816,8011.022057688967,18779.31198452186,0.0
15179.506420441756,15941.458922832404,4191.076854823716,17855.946141929962,1.0
13932.409178294647,20859.766868207967,9879.028220452246,17648.07726446878,0.0
11455.870086603649,18396.199300447224,8208.870250606693,18080.583465833737,0.0
12944.352317684625,20090.987944993743,9330.266653846484,16902.928463807995,0.0
16252.587765794091,14124.65650031536,4907.056607551557,17034.035572165933,1.0
12914.46093354494,19904.393219821945,5458.011785388742,16080.289319730398,0.0
11832.703791802598,18621.986971651117,8713.539219496706,18835.192186889944,0.0
12289.539416662425,17727.043782708184,8043.524664909625,16878.327121200484,0.0
13059.95922687578,20732.517833126924,7770.790982018676,17984.411818741977,0.0
15693.454353620238,13039.629288427066,7189.155643702268,17929.463944152954,1.0
15858.841589816102,14645.360326480175,6040.216518437448,16875.022927693684,1.0
12694.289705838542,20194.51499972315,8062.073252171562,19293.31277903031,0.0
14971.37938938796,13885.030654951894,6459.610419094766,17206.78790928459,1.0
14000.505085926801,20653.280897044326,8398.084533320465,18622.78706225017,0.0
12368.58192105366,17830.36757395706,7171.646184663038,19166.99979758605,0.0
14079.299626600545,20042.39181990886,7615.907865812783,18325.540216663092,0.0
12224.126374022024,17977.01213150668,6773.393698835405,19128.317757557543,0.0
14522.864653211276,15950.185654524284,4981.11834435155,17285.786796741428,1.0
15711.86892341235,15397.665748585083,4823.77250583592,16808.07832027717,1.0
13232.030664486529,17618.698296329825,7782.8634063857735,18984.696526886426,0.0
15000.190499184082,17014.752606594644,5481.571221604165,17786.515484952815,1.0
13029.616336711475,18087.42279402245,8412.57698393645,17257.719489424613,0.0
15334.019833482735,14824.747296549798,4932.171012598641,17015.562146202443,1.0
12535.018900621706,19042.63944650273,8651.213863357705,18626.69986853759,0.0
17520.428854953836,14203.055836699778,4634.7170915025545,17527.963462112206,1.0
13491.362372660355,18177.466295436072,7562.272829772046,18326.86451578527,0.0
13673.733565210716,21102.006280599435,8155.897321709342,17865.435981474977,0.0
11072.590416246967,20145.446314061133,6937.194021777064,19227.306827248904,0.0
13491.481287746527,19840.029469533627,8836.41133641953,18544.404020643608,0.0
13289.58141330683,22086.106777598634,7467.469585187221,18154.349044426373,0.0
14014.42920660117,21097.007250147955,9027.547398233623,17257.24701719089,0.0
13188.458074687169,19246.575486345868,7711.533024871489,18267.64598957383,0.0
15508.146588695026,17270.967850397217,4990.731463461173,17501.36978791799,1.0
13737.19175787883,19524.546057973508,9153.125513037918,19296.04621757093,0.0
12695.187154716252,21385.978179362268,7232.17671547774,18850.530811631812,0.0
11686.476589164631,21226.33724933927,8629.149057134218,16795.35925131518,0.0
17567.675372503836,17576.277876342632,5096.626757867713,16235.45063837668,1.0
12926.269945313898,20419.42755953237,6605.539510041422,18548.16034713433,0.0
15355.711152540889,15353.467340690073,5233.5290442393025,16609.816482300073,1.0
12666.074349788096,16199.567273722354,4186.282229548969,15412.262587943573,1.0
15223.067404574147,15650.332961733306,5679.168827458904,16600.844020585166,1.0
14147.607421320326,19823.89125194565,7046.697426496861,17810.91273491594,0.0
15075.193631005766,15059.652749776866,5066.633062458515,16397.797343609673,1.0
14231.091700068715,20521.41881884022,8155.868916731689,17748.487814774155,0.0
12141.310851094408,19972.11912269005,7824.772157273544,19984.968885538216,0.0
13095.71197813039,18712.337411545934,7162.979587778998,19148.545876693603,0.0
14425.933287588805,21357.135410985604,6371.748631843683,19201.066451303268,0.0
15648.127852310176,15710.437592142644,3600.9475026608134,18004.487123977204,1.0
14904.469157462483,13677.555805335152,6601.235204462793,18108.08405515165,1.0
15559.873452399961,14127.818369098488,5396.145319706579,17230.744308019286,1.0
15557.221541537854,16496.25465790918,4628.009436627607,16417.641974261882,1.0
12457.721239974762,12767.407849213978,5386.480949204011,18131.689459993682,1.0
15405.092648283236,16003.17480004793,5378.567187154993,16135.731457828726,1.0
14963.360909107056,12506.3777622757,4127.58174404402,15489.58011705865,1.0
13847.205334422804,15056.62531683556,4718.302059810768,17121.29183162287,1.0
14053.465883657524,19959.62263099141,8106.633588547748,18506.14825560169,0.0
14915.202202975199,16520.542870964615,3982.6603188976906,17624.21505943001,1.0
14731.328048223084,13648.404940056473,5860.284031548456,15119.018941157781,1.0
11162.392503593564,20554.622268499927,6997.239486129167,20118.64284277768,0.0
12987.237099018515,22347.971710526188,7596.354795942343,17958.871946939405,0.0
12968.02651697726,18045.712232498165,7680.052798402392,18269.88549417043,0.0
12943.847641700715,15947.771011267578,3911.665824209931,16946.21099673736,1.0
